((0.675259,-0.928043),0.46145)
((-0.111501,1.00217),0.505001)
((0.931665,0.989775),0.0337664)
((0.152061,0.683615),0.935801)
((-0.487094,0.908546),0.308908)
((-0.0672512,-0.290774),0.977804)
((0.466733,-0.617344),0.937811)
((-0.701932,0.12825),0.779356)
((0.503276,1.05286),0.318261)
((0.33642,-0.794302),0.822261)
((0.168024,-1.02594),0.370719)
((-0.517454,0.647095),0.744865)
((0.723127,1.09323),0.0671752)
((-1.059,-1.11923),0.00161602)
((-0.970977,0.795179),0.0184784)
((-0.422146,-0.0101277),0.962381)
((-0.215852,-0.320659),0.973057)
((0.67998,0.931107),0.30141)
((-0.885863,-1.19893),0.00505061)
((-0.490135,-0.205883),0.947026)
((-0.267348,-0.819309),0.646847)
((-0.123991,1.08484),0.365625)
((0.356802,-0.730089),0.887643)
((-0.602989,0.563275),0.710871)
((-0.538347,-0.496247),0.873344)
((-0.427312,0.672917),0.815241)
((-0.286345,-0.0981168),0.974761)
((0.951195,-0.76952),0.320987)
((-0.8173,1.13636),0.00574179)
((-1.13343,0.477982),0.0784717)
((0.93786,0.114101),0.543726)
((0.189165,-0.706332),0.901613)
((1.1698,0.901413),0.0274758)
((0.0406177,0.161506),0.980864)
((-0.574959,-0.841654),0.282253)
((-0.679931,-0.0997117),0.829259)
((-0.854903,-0.847689),0.0300887)
((0.39365,1.06951),0.381682)
((0.301712,0.868889),0.787616)
((0.922864,0.572355),0.360669)
((-0.430466,0.155781),0.957856)
((0.704194,0.385443),0.866245)
((0.633648,-0.274262),0.94863)
((0.47885,0.526154),0.946185)
((0.564666,0.342696),0.947261)
((-0.300303,0.304586),0.96812)
((-0.817466,0.852407),0.0346326)
((-1.09774,0.330797),0.140452)
((-0.293817,-0.683755),0.850909)
((0.6222,-0.181989),0.95169)
((-1.19296,-0.0195896),0.154035)
((0.757138,0.220011),0.844754)
((0.230251,-0.179746),0.980222)
((-0.998227,0.294778),0.216171)
((-0.659175,1.24915),0.0152282)
((-0.466658,-0.628695),0.822245)
((1.01519,-0.154515),0.439508)
((0.567487,0.245841),0.952701)
((-0.648188,0.900323),0.106543)
((-0.765925,-0.405673),0.607377)
((-0.650026,0.0145158),0.858037)
((-1.03345,0.751936),0.0189905)
((0.288979,-0.623945),0.942693)
((0.860203,-0.0629889),0.744115)
((-1.15521,-0.675769),0.0158802)
((-0.153747,0.967202),0.548964)
((0.760926,-1.12095),0.121178)
((0.247139,1.17355),0.293555)
((-1.1638,0.0505919),0.162341)
((0.298285,0.776262),0.883616)
((-0.865991,0.294426),0.396621)
((0.918612,-0.895134),0.195173)
((0.486037,-1.18352),0.189306)
((1.04664,0.929191),0.0315676)
((-0.593603,0.814587),0.291816)
((0.761515,-1.21404),0.081894)
((0.712038,-0.274417),0.919284)
((0.372571,-0.70152),0.906977)
((-0.452691,-0.884361),0.356234)
((-0.949952,-0.841451),0.0137312)
((0.237277,0.415881),0.97377)
((-0.292086,0.912788),0.554821)
((1.2206,-0.328359),0.189327)
((-1.22512,-0.626946),0.0187009)
((0.414303,0.694777),0.912691)
((-0.377127,-0.872224),0.453139)
((0.525853,0.519632),0.936455)
((0.953704,-1.1031),0.0358654)
((0.256546,-0.734046),0.883422)
((0.381716,0.501759),0.961546)
((0.557009,-0.842947),0.717544)
((0.0816632,0.0130086),0.981648)
((1.13625,-0.574367),0.210037)
((-0.893478,0.817956),0.0253341)
((-0.118616,-1.08571),0.246829)
((-0.0845419,-0.895017),0.565767)
((-0.0483708,-0.46803),0.967541)
((-1.17669,0.909823),0.00330064)
((-1.10193,-0.0857668),0.192031)
((1.01688,0.659606),0.17406)
((1.00436,0.346398),0.34218)
((-0.580668,0.720325),0.504726)
((-1.00602,-0.598802),0.0663172)
((0.93969,0.862105),0.0897762)
((-0.594912,-1.18465),0.0541333)
((-0.451399,0.84074),0.502059)
((0.323088,0.138351),0.9783)
((0.258731,0.998705),0.569651)
((0.228854,-1.14273),0.235248)
((-0.894813,0.875157),0.0157875)
((-1.23567,-0.462573),0.0582137)
((0.530281,-0.0654295),0.966864)
((0.325905,-0.0214287),0.979119)
((-0.15297,-0.972349),0.38691)
((0.233334,-0.849401),0.730122)
((-0.87896,-0.179839),0.457259)
((-0.0476331,-0.569985),0.949976)
((0.266177,1.13591),0.334335)
((-1.22857,-1.02621),0.00102504)
((-0.0250907,0.800325),0.85309)
((1.05978,-0.743501),0.184372)
((-1.01322,0.742604),0.0226232)
((0.947092,0.267175),0.476422)
((0.41643,-1.05701),0.330076)
((-0.154892,-0.777234),0.773008)
((-0.46594,-1.04881),0.150656)
((0.118125,0.326213),0.978153)
((0.166358,0.985278),0.601563)
((-0.428479,1.05978),0.182276)
((-0.75841,0.907289),0.0375589)
((-1.18553,-0.28141),0.125412)
((0.345588,0.79918),0.858254)
((-0.677003,-0.892178),0.106168)
((0.163113,-1.05591),0.325238)
((0.87973,0.629936),0.390974)
((-0.162771,-0.693512),0.874652)
((-0.859137,0.492653),0.261825)
((0.0202045,-0.423454),0.972719)
((0.500475,-1.02),0.375704)
((-0.592191,-0.456429),0.850533)
((-1.20132,-0.658526),0.0154209)
((-0.340104,-1.13621),0.156185)
((-1.24902,0.164107),0.1289)
((0.651161,-0.930853),0.477038)
((0.145306,-0.346402),0.977347)
((0.5197,-0.399694),0.96348)
((-0.159445,0.214274),0.977633)
((-1.19647,0.945833),0.00248252)
((-0.882648,0.328508),0.347969)
((1.2324,0.4016),0.14284)
((-0.304272,1.10811),0.237476)
((-0.978778,-0.315446),0.253789)
((0.805009,-0.221774),0.843015)
((0.141111,-0.844028),0.726785)
((-0.572246,-0.238457),0.913884)
((-0.246022,0.106),0.976178)
((-0.953952,-0.578865),0.107802)
((1.01289,1.19717),0.00425015)
((0.860167,-0.679316),0.631358)
((0.24397,0.405108),0.974141)
((1.14836,0.547256),0.142885)
((0.225002,-0.884474),0.66105)
((-0.349314,-0.918411),0.383176)
((-0.729353,-0.73801),0.209229)
((-1.24102,-0.244744),0.118641)
((-0.919695,0.190666),0.347807)
((-0.471614,1.09087),0.123625)
((-0.746128,-0.166019),0.728429)
((-0.279562,-1.0913),0.201446)
((1.0553,-1.09604),0.0161131)
((-1.11244,0.643337),0.0319454)
((0.0708033,-0.00956421),0.981657)
((-0.74571,-0.650872),0.320626)
((0.787996,-1.14976),0.0918009)
((0.954423,0.985298),0.0307026)
((-0.0931774,-1.03253),0.312369)
((-1.23739,0.625566),0.02545)
((-1.10517,0.47753),0.0858324)
((0.854558,0.0608127),0.730558)
((-0.420736,1.18822),0.110171)
((0.350868,-0.459986),0.969055)
((-0.987429,-0.714419),0.0296194)
((0.267328,0.487021),0.968638)
((0.358351,0.302196),0.974138)
((-0.994778,0.765106),0.0207248)
((-0.856664,-0.460068),0.354003)
((0.13963,-0.730904),0.879349)
((0.703682,-0.712372),0.807183)
((-0.334272,-0.613066),0.896864)
((1.20342,0.92215),0.0222304)
((1.07134,1.03866),0.0116101)
((-0.712313,0.652026),0.334687)
((1.10784,-0.524861),0.26198)
((1.1584,-0.769482),0.0907129)
((-0.177279,0.467834),0.965259)
((0.380808,0.239145),0.974595)
((-0.689382,1.04896),0.0270317)
((-0.119733,0.153051),0.979357)
((-0.168367,0.24971),0.976676)
((-0.61824,-0.766128),0.355016)
((1.19363,-1.12089),0.00522626)
((-1.22107,-0.0421513),0.145557)
((-0.936146,1.19073),0.00213484)
((0.167029,-0.239409),0.979937)
((-1.23901,0.924374),0.00258916)
((0.960275,-0.657197),0.441716)
((-0.517578,1.07389),0.0996867)
((-1.13695,1.24338),0.000886911)
((0.0210531,-1.16042),0.208571)
((-0.759435,1.17634),0.00792789)
((0.814355,-0.628034),0.756278)
((-0.363986,-0.0209863),0.969391)
((-0.21698,0.710922),0.886847)
((0.962058,-0.686058),0.406943)
((-0.57135,-0.177725),0.917606)
((0.483125,-0.125194),0.971757)
((0.86729,-0.949797),0.188627)
((-0.734702,-0.642782),0.358647)
((-0.730442,0.953979),0.034245)
((1.02847,0.504191),0.24656)
((-1.06042,-0.056713),0.220723)
((-0.674813,0.913887),0.0763027)
((-0.309518,0.432459),0.957799)
((0.833019,0.545137),0.572956)
((-0.37993,-0.478652),0.940386)
((0.300132,-0.689327),0.914979)
((-0.52471,1.19287),0.0563983)
((1.09899,0.661247),0.122975)
((1.07993,0.391053),0.233304)
((-0.0653524,-0.878479),0.607639)
((0.401709,-0.969908),0.489396)
((-1.23626,-0.314348),0.103387)
((-0.7509,-0.377969),0.658357)
((-0.0202847,-0.924129),0.52403)
((0.665474,-0.382405),0.935998)
((0.419226,0.929655),0.642898)
((-0.286174,0.281283),0.970183)
((0.0188305,-1.01543),0.362365)
((1.15274,-0.96932),0.0210723)
((1.14081,1.16273),0.00362823)
((-0.444157,0.054772),0.957928)
((0.55251,1.043),0.280259)
((-0.352748,-1.1381),0.151341)
((-0.534198,-0.768345),0.494466)
((-1.07683,-0.771758),0.0100615)
((-0.940242,-0.147642),0.351967)
((1.0727,-1.08283),0.0153115)
((0.942254,-1.03381),0.0614276)
((-0.307513,-0.870424),0.510822)
((0.789426,0.375314),0.758136)
((0.394953,0.47916),0.962619)
((0.735796,-0.977812),0.300599)
((0.914429,-1.19336),0.0317372)
((0.648088,-0.0876885),0.942858)
((1.2188,-0.601792),0.137815)
((0.681583,0.369098),0.889019)
((0.932881,-1.07119),0.0516345)
((-1.02194,-0.681154),0.0310363)
((-0.648568,-0.484918),0.764912)
((-0.0146042,-0.452853),0.969789)
((-1.09328,0.204283),0.175099)
((0.877391,-1.18626),0.0436277)
((0.0239134,-0.587852),0.948148)
((-0.0226112,-0.026685),0.981288)
((-0.99507,0.859538),0.00959775)
((-1.24227,1.12398),0.000988398)
((0.736941,0.764686),0.511091)
((-0.414308,-0.777815),0.624871)
((-0.238805,-1.10024),0.206721)
((0.696247,-0.680021),0.840298)
((0.889329,-0.540282),0.680554)
((-0.511192,0.89918),0.287135)
((0.026658,0.541199),0.964392)
((0.935283,-0.699375),0.44846)
((0.608244,0.259044),0.940488)
((1.2447,-0.320598),0.175897)
((-0.784278,1.14199),0.00733731)
((0.922476,-0.940476),0.139014)
((0.926064,-0.647164),0.527176)
((0.617162,0.137321),0.944607)
((0.462358,0.842686),0.76469)
((0.521737,-1.16741),0.192789)
((-0.649085,0.836382),0.16872)
((-0.425565,0.0273387),0.961509)
((-0.517823,-0.54912),0.855585)
((0.940876,0.803596),0.131376)
((1.04505,-0.768766),0.178486)
((-0.648384,0.102076),0.851988)
((0.592862,-0.767593),0.814356)
((-0.928497,-0.250429),0.350454)
((1.04405,-0.143064),0.384366)
((0.528511,0.189985),0.962322)
((0.569799,-0.88475),0.630534)
((0.00164668,0.175832),0.980544)
((0.208143,0.763999),0.896961)
((0.532699,0.571995),0.922872)
((1.01977,-0.72561),0.255661)
((-0.32085,-0.0199089),0.972867)
((0.391047,-0.177896),0.976731)
((0.108127,-0.202824),0.980597)
((1.1412,0.0708665),0.233142)
((1.05255,0.247519),0.300389)
((0.0474027,-0.802601),0.78081)
((0.692027,0.905599),0.329787)
((0.410165,1.13755),0.268209)
((-1.21729,0.935515),0.0025255)
((0.692503,-1.10931),0.170029)
((0.784651,0.135678),0.825972)
((0.339305,0.192501),0.977136)
((0.371129,0.0717188),0.977259)
((0.377978,0.172625),0.975889)
((-1.19282,-0.307877),0.116219)
((0.507223,-0.10495),0.969598)
((1.11091,1.00963),0.0132061)
((-1.17957,-0.0142909),0.158462)
((-0.18735,1.2152),0.214139)
((-1.091,1.09965),0.00152138)
((-0.716602,1.07488),0.0182492)
((0.559491,0.870251),0.62575)
((-1.1978,1.03839),0.00149818)
((-0.277747,-0.601309),0.916358)
((-1.20081,0.507183),0.0572515)
((-0.781872,-0.921234),0.0356594)
((-0.683702,-0.976104),0.0609535)
((-0.384573,-1.01477),0.223085)
((-0.291265,-0.297522),0.970297)
((-0.444734,0.358096),0.940672)
((1.02145,-0.0610698),0.412642)
((1.10005,1.07393),0.00795127)
((-0.492079,-0.371719),0.932682)
((0.0105887,0.46382),0.971474)
((0.42901,0.3659),0.96724)
((-0.32688,1.12747),0.204944)
((-0.538387,-1.16309),0.0767462)
((-0.60455,-0.678561),0.566695)
((0.429165,0.46942),0.960227)
((-0.466276,0.793956),0.575452)
((-0.985501,-0.813895),0.012931)
((0.858374,-0.816531),0.424011)
((-0.934122,0.211785),0.319476)
((-0.527513,-0.904946),0.242203)
((0.564831,0.618142),0.893593)
((-0.883338,1.23098),0.00260205)
((-0.867807,-0.234108),0.468714)
((0.351112,1.14543),0.291177)
((-1.19644,-0.997595),0.00128008)
((0.927155,0.200996),0.54123)
((0.636529,0.643689),0.825596)
((0.978264,-0.814007),0.216555)
((-1.01444,0.348455),0.181787)
((-1.0097,0.0284665),0.26299)
((0.936411,0.756561),0.175332)
((0.523394,-0.814281),0.775787)
((-0.616773,-1.10555),0.0578216)
((-0.99744,1.02514),0.00310339)
((-0.501386,0.712245),0.672148)
((0.701606,-0.605359),0.879197)
((0.735293,0.563526),0.751809)
((1.18838,0.630462),0.104374)
((1.17201,0.409789),0.165264)
((-0.18019,-0.95255),0.412083)
((0.484239,1.10663),0.252895)
((-0.802123,1.21848),0.00483512)
((-1.0427,0.282422),0.185627)
((-0.839905,1.21454),0.00367091)
((0.313441,0.504331),0.965473)
((-1.21596,0.903103),0.00313775)
((0.955504,-0.852595),0.200327)
((0.444121,-0.653685),0.926979)
((1.01825,-1.24028),0.0109543)
((-0.348597,1.12526),0.191727)
((-0.317536,0.679089),0.87632)
((0.954371,0.114302),0.50815)
((1.06638,0.151163),0.302265)
((0.589425,-1.04029),0.308476)
((0.926988,-0.117808),0.620663)
((0.000217993,1.16381),0.306292)
((0.106875,1.24201),0.24746)
((-0.497179,-1.09336),0.112889)
((-1.01761,-0.459783),0.138139)
((-0.067188,0.772067),0.871728)
((1.12721,-0.0255767),0.256427)
((0.132608,-1.24899),0.171118)
((0.708177,-0.170651),0.919773)
((-0.637868,-0.644148),0.569337)
((-1.19998,-0.485064),0.0568425)
((0.0244135,0.31851),0.978174)
((0.702167,-1.18308),0.119089)
((1.05151,0.144997),0.323939)
((-0.538044,-0.400909),0.908016)
((-0.579186,0.628919),0.668846)
((0.235419,-0.820118),0.779984)
((-1.21794,0.0102552),0.146571)
((-0.140545,0.363143),0.973854)
((0.839742,1.04678),0.0389192)
((0.668354,0.525274),0.857203)
((0.775293,0.357509),0.786994)
((1.15642,1.03004),0.0100637)
((-0.574495,-0.53761),0.814649)
((-0.603328,-0.141698),0.89973)
((0.97752,-0.828821),0.199631)
((-0.00110127,-1.00904),0.368305)
((1.05698,-0.418272),0.36698)
((0.107319,1.21017),0.272041)
((-0.693599,0.173243),0.782919)
((-0.802224,-0.478827),0.453172)
((-0.142818,-0.343803),0.974357)
((-0.794015,-0.0162352),0.63433)
((-0.365298,0.438412),0.948491)
((0.892895,-0.608431),0.632405)
((-0.892839,-0.94814),0.0109241)
((-0.384489,0.391704),0.950835)
((0.864642,-0.46507),0.750041)
((1.07047,-1.04167),0.0208156)
((0.176821,-0.67309),0.921043)
((-0.12168,-0.0689791),0.980051)
((0.668251,-1.21337),0.120419)
((-0.673187,0.74617),0.258603)
((0.882993,0.456333),0.525932)
((-0.405136,0.883287),0.483242)
((0.402657,-0.0364959),0.976491)
((-0.886046,0.725909),0.0564928)
((0.353303,0.461907),0.966936)
((0.776191,0.445849),0.750989)
((0.885119,1.19662),0.00877833)
((-0.864912,0.927889),0.0131482)
((0.0276057,-1.03177),0.33929)
((-0.917801,-0.477455),0.23064)
((0.41259,-0.606379),0.944566)
((1.08944,0.208018),0.26415)
((1.16062,-0.905553),0.0341363)
((0.363628,-0.996435),0.437477)
((0.4155,0.803029),0.835923)
((-0.99574,-0.395935),0.194473)
((0.516554,-0.781121),0.822285)
((-0.80366,0.39412),0.455892)
((-1.02073,-0.375012),0.182219)
((-0.334208,0.471943),0.948948)
((-0.555318,-0.734008),0.536588)
((1.03238,1.22462),0.00329088)
((-0.305517,0.182395),0.971703)
((0.517864,1.23236),0.114624)
((-0.191971,1.04103),0.396345)
((-0.888538,-1.15141),0.0053558)
((0.785351,-0.607081),0.807229)
((-0.703079,0.843822),0.101194)
((-0.381687,-0.0182064),0.96759)
((-0.994769,0.917779),0.00619382)
((0.116738,-0.489245),0.967858)
((-0.242921,-0.27402),0.973724)
((-0.44999,-0.489521),0.919451)
((0.119192,0.761571),0.897436)
((-0.27491,-0.411074),0.963675)
((1.08622,1.09515),0.00695691)
((1.20313,1.05487),0.00762007)
((-0.765638,-0.578251),0.399691)
((-1.16923,1.21133),0.00088705)
((1.24767,-0.42452),0.165074)
